Time	 Pressed	 Keycode	 CookedKey	 Keypress	 Trial	 Repetition
1.765766897e+04	 1	 69	 101	 17	 7	 4
1.765776696e+04	 1	 78	 110	 18	 7	 4
1.765797895e+04	 1	 13	 13	 19	 7	 4
1.769221632e+04	 1	 70	 102	 1	 8	 1
1.769236030e+04	 1	 65	 97	 2	 8	 1
1.769257329e+04	 1	 82	 114	 3	 8	 1
1.769265228e+04	 1	 69	 101	 4	 8	 1
1.769277227e+04	 1	 32	 32	 5	 8	 1
1.769300127e+04	 1	 69	 101	 6	 8	 1
1.769356225e+04	 1	 8	 8	 7	 8	 1
1.769367124e+04	 1	 71	 103	 8	 8	 1
1.769376023e+04	 1	 69	 101	 9	 8	 1
1.769399422e+04	 1	 77	 109	 10	 8	 1
1.769412320e+04	 1	 32	 32	 11	 8	 1
1.769422720e+04	 1	 71	 103	 12	 8	 1
1.769430720e+04	 1	 69	 101	 13	 8	 1
1.769468719e+04	 1	 8	 8	 14	 8	 1
1.769475318e+04	 1	 65	 97	 15	 8	 1
1.769491518e+04	 1	 73	 105	 16	 8	 1
1.769503916e+04	 1	 84	 116	 17	 8	 1
1.769514016e+04	 1	 32	 32	 18	 8	 1
1.769528610e+04	 1	 70	 102	 19	 8	 1
1.769536417e+04	 1	 79	 111	 20	 8	 1
1.769540916e+04	 1	 85	 117	 21	 8	 1
1.769553715e+04	 1	 76	 108	 22	 8	 1
1.769588013e+04	 1	 13	 13	 23	 8	 1
1.769876500e+04	 1	 70	 102	 1	 8	 2
1.769886199e+04	 1	 65	 97	 2	 8	 2
1.769910197e+04	 1	 82	 114	 3	 8	 2
1.769917097e+04	 1	 69	 101	 4	 8	 2
1.769928995e+04	 1	 32	 32	 5	 8	 2
1.769951195e+04	 1	 71	 103	 6	 8	 2
1.769963993e+04	 1	 69	 101	 7	 8	 2
1.769979894e+04	 1	 77	 109	 8	 8	 2
1.769989594e+04	 1	 32	 32	 9	 8	 2
1.770008492e+04	 1	 71	 103	 10	 8	 2
1.770025791e+04	 1	 65	 97	 11	 8	 2
1.770038792e+04	 1	 73	 105	 12	 8	 2
1.770048990e+04	 1	 84	 116	 13	 8	 2
1.770070891e+04	 1	 32	 32	 14	 8	 2
1.770119387e+04	 1	 71	 103	 15	 8	 2
1.770133886e+04	 1	 79	 111	 16	 8	 2
1.770140886e+04	 1	 85	 117	 17	 8	 2
1.770155985e+04	 1	 76	 108	 18	 8	 2
1.770176686e+04	 1	 13	 13	 19	 8	 2
1.770463671e+04	 1	 70	 102	 1	 8	 3
1.770474471e+04	 1	 65	 97	 2	 8	 3
1.770491570e+04	 1	 73	 105	 3	 8	 3
1.770503869e+04	 1	 82	 114	 4	 8	 3
1.770516167e+04	 1	 32	 32	 5	 8	 3
1.770533066e+04	 1	 71	 103	 6	 8	 3
1.770542364e+04	 1	 69	 101	 7	 8	 3
1.770560366e+04	 1	 77	 109	 8	 8	 3
1.770572665e+04	 1	 32	 32	 9	 8	 3
1.770610764e+04	 1	 71	 103	 10	 8	 3
1.770626663e+04	 1	 65	 97	 11	 8	 3
1.770641362e+04	 1	 73	 105	 12	 8	 3
1.770653361e+04	 1	 84	 116	 13	 8	 3
1.770666762e+04	 1	 32	 32	 14	 8	 3
1.770715459e+04	 1	 76	 108	 15	 8	 3
1.770746258e+04	 1	 8	 8	 16	 8	 3
1.770787454e+04	 1	 71	 103	 17	 8	 3
1.770798355e+04	 1	 79	 111	 18	 8	 3
1.770805055e+04	 1	 85	 117	 19	 8	 3
1.770819655e+04	 1	 76	 108	 20	 8	 3
1.770839554e+04	 1	 13	 13	 21	 8	 3
1.771127239e+04	 1	 70	 102	 1	 8	 4
1.771138738e+04	 1	 65	 97	 2	 8	 4
1.771152736e+04	 1	 73	 105	 3	 8	 4
1.771164836e+04	 1	 82	 114	 4	 8	 4
1.771186035e+04	 1	 32	 32	 5	 8	 4
1.771211133e+04	 1	 70	 102	 6	 8	 4
1.771251333e+04	 1	 8	 8	 7	 8	 4
1.771259531e+04	 1	 71	 103	 8	 8	 4
1.771267131e+04	 1	 69	 101	 9	 8	 4
1.771279530e+04	 1	 77	 109	 10	 8	 4
1.771292130e+04	 1	 32	 32	 11	 8	 4
1.771347228e+04	 1	 71	 103	 12	 8	 4
1.771362527e+04	 1	 65	 97	 13	 8	 4
1.771371226e+04	 1	 73	 105	 14	 8	 4
1.771386825e+04	 1	 84	 116	 15	 8	 4
1.771395624e+04	 1	 32	 32	 16	 8	 4
1.771433224e+04	 1	 70	 102	 17	 8	 4
1.771445023e+04	 1	 79	 111	 18	 8	 4
1.771452422e+04	 1	 85	 117	 19	 8	 4
1.771464821e+04	 1	 76	 108	 20	 8	 4
1.771484921e+04	 1	 13	 13	 21	 8	 4
1.774922856e+04	 1	 70	 102	 1	 9	 1
1.774940056e+04	 1	 85	 117	 2	 9	 1
1.774952254e+04	 1	 90	 122	 3	 9	 1
1.774970153e+04	 1	 90	 122	 4	 9	 1
1.774980852e+04	 1	 32	 32	 5	 9	 1
1.775000151e+04	 1	 66	 98	 6	 9	 1
1.775006451e+04	 1	 65	 97	 7	 9	 1
1.775022050e+04	 1	 78	 110	 8	 9	 1
1.775035352e+04	 1	 71	 103	 9	 9	 1
1.775045249e+04	 1	 32	 32	 10	 9	 1
1.775065548e+04	 1	 66	 98	 11	 9	 1
1.775079748e+04	 1	 79	 111	 12	 9	 1
1.775091847e+04	 1	 79	 111	 13	 9	 1
1.775099646e+04	 1	 84	 116	 14	 9	 1
1.775111444e+04	 1	 32	 32	 15	 9	 1
1.775152246e+04	 1	 70	 102	 16	 9	 1
1.775171843e+04	 1	 69	 101	 17	 9	 1
1.775187442e+04	 1	 69	 101	 18	 9	 1
1.775200442e+04	 1	 76	 108	 19	 9	 1
1.775224241e+04	 1	 13	 13	 20	 9	 1
1.775508728e+04	 1	 70	 102	 1	 9	 2
1.775524426e+04	 1	 85	 117	 2	 9	 2
1.775533725e+04	 1	 90	 122	 3	 9	 2
1.775552524e+04	 1	 90	 122	 4	 9	 2
1.775562425e+04	 1	 32	 32	 5	 9	 2
1.775580323e+04	 1	 66	 98	 6	 9	 2
1.775587623e+04	 1	 65	 97	 7	 9	 2
1.775602022e+04	 1	 78	 110	 8	 9	 2
1.775612517e+04	 1	 71	 103	 9	 9	 2
1.775623123e+04	 1	 32	 32	 10	 9	 2
1.775641120e+04	 1	 66	 98	 11	 9	 2
1.775655219e+04	 1	 79	 111	 12	 9	 2
1.775670020e+04	 1	 79	 111	 13	 9	 2
1.775677518e+04	 1	 84	 116	 14	 9	 2
1.775687018e+04	 1	 32	 32	 15	 9	 2
1.775703417e+04	 1	 66	 98	 16	 9	 2
1.775708417e+04	 1	 69	 101	 17	 9	 2
1.775757604e+04	 1	 8	 8	 18	 9	 2
1.775770815e+04	 1	 8	 8	 19	 9	 2
1.775778013e+04	 1	 70	 102	 20	 9	 2
1.775785513e+04	 1	 69	 101	 21	 9	 2
1.775803312e+04	 1	 69	 101	 22	 9	 2
1.775813412e+04	 1	 76	 108	 23	 9	 2
1.775831811e+04	 1	 13	 13	 24	 9	 2
1.776104402e+04	 1	 70	 102	 1	 9	 3
1.776122000e+04	 1	 85	 117	 2	 9	 3
1.776138301e+04	 1	 87	 119	 3	 9	 3
1.776175201e+04	 1	 8	 8	 4	 9	 3
1.776195497e+04	 1	 90	 122	 5	 9	 3
1.776216597e+04	 1	 90	 122	 6	 9	 3
1.776232496e+04	 1	 90	 122	 7	 9	 3
1.776254092e+04	 1	 32	 32	 8	 9	 3
1.776292092e+04	 1	 66	 98	 9	 9	 3
1.776300890e+04	 1	 85	 117	 10	 9	 3
1.776314588e+04	 1	 71	 103	 11	 9	 3
1.776379775e+04	 1	 8	 8	 12	 9	 3
1.776393184e+04	 1	 8	 8	 13	 9	 3
1.776419583e+04	 1	 78	 110	 14	 9	 3
1.776432782e+04	 1	 71	 103	 15	 9	 3
1.776446281e+04	 1	 32	 32	 16	 9	 3
1.776475080e+04	 1	 66	 98	 17	 9	 3
1.776491980e+04	 1	 79	 111	 18	 9	 3
1.776506679e+04	 1	 79	 111	 19	 9	 3
1.776514878e+04	 1	 84	 116	 20	 9	 3
1.776525078e+04	 1	 32	 32	 21	 9	 3
1.776546676e+04	 1	 70	 102	 22	 9	 3
1.776556376e+04	 1	 69	 101	 23	 9	 3
1.776572175e+04	 1	 69	 101	 24	 9	 3
1.776580375e+04	 1	 76	 108	 25	 9	 3
1.776601375e+04	 1	 13	 13	 26	 9	 3
1.776876462e+04	 1	 70	 102	 1	 9	 4
1.776891260e+04	 1	 85	 117	 2	 9	 4
1.776903661e+04	 1	 90	 122	 3	 9	 4
1.776920559e+04	 1	 90	 122	 4	 9	 4
1.776930758e+04	 1	 32	 32	 5	 9	 4
1.776953757e+04	 1	 66	 98	 6	 9	 4
1.776964856e+04	 1	 65	 97	 7	 9	 4
1.776977457e+04	 1	 78	 110	 8	 9	 4
1.776988555e+04	 1	 71	 103	 9	 9	 4
1.777000257e+04	 1	 32	 32	 10	 9	 4
1.777020154e+04	 1	 66	 98	 11	 9	 4
1.777034953e+04	 1	 79	 111	 12	 9	 4
1.777048253e+04	 1	 79	 111	 13	 9	 4
1.777053252e+04	 1	 84	 116	 14	 9	 4
1.777065751e+04	 1	 32	 32	 15	 9	 4
1.777084155e+04	 1	 70	 102	 16	 9	 4
1.777097050e+04	 1	 69	 101	 17	 9	 4
1.777110650e+04	 1	 69	 101	 18	 9	 4
1.777120349e+04	 1	 76	 108	 19	 9	 4
1.777141150e+04	 1	 13	 13	 20	 9	 4
1.780486090e+04	 1	 70	 102	 1	 10	 1
1.780507889e+04	 1	 79	 111	 2	 10	 1
1.780525885e+04	 1	 71	 103	 3	 10	 1
1.780542084e+04	 1	 32	 32	 4	 10	 1
1.780563483e+04	 1	 74	 106	 5	 10	 1
1.780625780e+04	 1	 8	 8	 6	 10	 1
1.780653079e+04	 1	 8	 8	 7	 10	 1
1.780676378e+04	 1	 72	 104	 8	 10	 1
1.780689779e+04	 1	 85	 117	 9	 10	 1
1.780724576e+04	 1	 77	 109	 10	 10	 1
1.780738475e+04	 1	 32	 32	 11	 10	 1
1.780760373e+04	 1	 72	 104	 12	 10	 1
1.780770272e+04	 1	 73	 105	 13	 10	 1
1.780778072e+04	 1	 83	 115	 14	 10	 1
1.780791371e+04	 1	 32	 32	 15	 10	 1
1.780813871e+04	 1	 70	 102	 16	 10	 1
1.780820071e+04	 1	 65	 97	 17	 10	 1
1.780840371e+04	 1	 78	 110	 18	 10	 1
1.780859469e+04	 1	 13	 13	 19	 10	 1
1.781131057e+04	 1	 70	 102	 1	 10	 2
1.781146757e+04	 1	 79	 111	 2	 10	 2
1.781169954e+04	 1	 32	 32	 3	 10	 2
1.781188854e+04	 1	 71	 103	 4	 10	 2
1.781213052e+04	 1	 8	 8	 5	 10	 2
1.781224951e+04	 1	 8	 8	 6	 10	 2
1.781234850e+04	 1	 71	 103	 7	 10	 2
1.781243450e+04	 1	 32	 32	 8	 10	 2
1.781267149e+04	 1	 72	 104	 9	 10	 2
1.781286748e+04	 1	 85	 117	 10	 10	 2
1.781309848e+04	 1	 77	 109	 11	 10	 2
1.781320046e+04	 1	 32	 32	 12	 10	 2
1.781335945e+04	 1	 72	 104	 13	 10	 2
1.781346544e+04	 1	 73	 105	 14	 10	 2
1.781355847e+04	 1	 83	 115	 15	 10	 2
1.781366944e+04	 1	 32	 32	 16	 10	 2
1.781397043e+04	 1	 70	 102	 17	 10	 2
1.781406944e+04	 1	 65	 97	 18	 10	 2
1.781439143e+04	 1	 78	 110	 19	 10	 2
1.781464345e+04	 1	 13	 13	 20	 10	 2
1.781732728e+04	 1	 70	 102	 1	 10	 3
1.781745225e+04	 1	 79	 111	 2	 10	 3
1.781757225e+04	 1	 71	 103	 3	 10	 3
1.781767027e+04	 1	 32	 32	 4	 10	 3
1.781804024e+04	 1	 72	 104	 5	 10	 3
1.781821122e+04	 1	 85	 117	 6	 10	 3
1.781844021e+04	 1	 77	 109	 7	 10	 3
1.781853520e+04	 1	 32	 32	 8	 10	 3
1.781866923e+04	 1	 72	 104	 9	 10	 3
1.781877420e+04	 1	 73	 105	 10	 10	 3
1.781884618e+04	 1	 83	 115	 11	 10	 3
1.781896618e+04	 1	 32	 32	 12	 10	 3
1.781918617e+04	 1	 70	 102	 13	 10	 3
1.781930717e+04	 1	 65	 97	 14	 10	 3
1.781962815e+04	 1	 78	 110	 15	 10	 3
1.781986116e+04	 1	 13	 13	 16	 10	 3
1.782321999e+04	 1	 70	 102	 1	 10	 4
1.782339497e+04	 1	 79	 111	 2	 10	 4
1.782350196e+04	 1	 71	 103	 3	 10	 4
1.782363495e+04	 1	 32	 32	 4	 10	 4
1.782391497e+04	 1	 72	 104	 5	 10	 4
1.782407394e+04	 1	 85	 117	 6	 10	 4
1.782431593e+04	 1	 77	 109	 7	 10	 4
1.782442792e+04	 1	 32	 32	 8	 10	 4
1.782458991e+04	 1	 72	 104	 9	 10	 4
1.782469191e+04	 1	 73	 105	 10	 10	 4
1.782478690e+04	 1	 83	 115	 11	 10	 4
1.782489590e+04	 1	 32	 32	 12	 10	 4
1.782508190e+04	 1	 70	 102	 13	 10	 4
1.782520289e+04	 1	 65	 97	 14	 10	 4
1.782527587e+04	 1	 78	 110	 15	 10	 4
1.782549287e+04	 1	 13	 13	 16	 10	 4
